out,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU26965,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26963,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU26962,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:SM1A02,
OTU26961,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
OTU26967,k:Bacteria,,,,,,
OTU26968,k:Bacteria,p:Parcubacteria,,,,,
OTU26966,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:DA111,,
OTU26972,k:Bacteria,,,,,,
OTU26969,k:Bacteria,,,,,,
OTU26973,k:Bacteria,,,,,,
OTU26971,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XI,g:Sedimentibacter,
OTU26976,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU26970,k:Bacteria,p:Armatimonadetes,,,,,
OTU26974,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,,
OTU26978,k:Bacteria,,,,,,
OTU26980,k:Bacteria,,,,,,
OTU26975,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Candidatus_Solibacter,
OTU26982,k:Bacteria,,,,,,
OTU26979,k:Bacteria,,,,,,
OTU26983,k:Bacteria,p:Parcubacteria,,,,,
OTU26977,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU26985,k:Bacteria,p:Parcubacteria,,,,,
OTU26984,k:Bacteria,p:Saccharibacteria,,,,,
OTU26981,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU26988,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU26987,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pir4_lineage,
OTU26986,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU26989,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Hyphomonadaceae,g:Woodsholea,
OTU26991,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:NS11-12_marine_group,,
OTU26990,k:Bacteria,p:Parcubacteria,,,,,
OTU26992,k:Bacteria,p:Parcubacteria,,,,,
OTU26993,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
OTU26997,k:Bacteria,,,,,,
OTU26994,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU26996,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:BIrii41,,
OTU26995,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:TRA3-20,,,
OTU26998,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,,
OTU27000,k:Bacteria,,,,,,
OTU27004,k:Bacteria,,,,,,
OTU27006,k:Bacteria,,,,,,
OTU26999,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Phaselicystidaceae,g:Phaselicystis,
OTU27003,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU27002,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_13,,,
OTU27001,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
OTU27005,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU27010,k:Bacteria,,,,,,
OTU27009,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU27012,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU27007,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-014,
OTU27008,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU27011,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU27013,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,,,,
OTU27014,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU27017,k:Bacteria,p:Parcubacteria,,,,,
OTU27016,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IIa,,,
OTU27018,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU27015,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,,,
OTU27019,k:Bacteria,p:Bacteroidetes,,,,,
OTU27020,k:Bacteria,,,,,,
OTU27021,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
OTU27023,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7,,,
OTU27024,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU27022,k:Bacteria,,,,,,
OTU27028,k:Bacteria,p:Proteobacteria,,,,,
OTU27029,k:Bacteria,,,,,,
OTU27027,k:Bacteria,,,,,,
OTU27030,k:Bacteria,p:Gracilibacteria,,,,,
OTU27025,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,,
OTU27033,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27031,k:Bacteria,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
OTU27026,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG-014,
OTU27034,k:Bacteria,,,,,,
OTU27032,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
OTU27037,k:Bacteria,,,,,,
OTU27039,k:Bacteria,p:Microgenomates,,,,,
OTU27036,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Sorangium,
OTU27038,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU27042,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27040,k:Bacteria,p:Parcubacteria,,,,,
OTU27035,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU27041,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:mle1-27,,
OTU27045,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Acidiphilium,
OTU27044,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,,
OTU27048,k:Bacteria,,,,,,
OTU27043,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,,
OTU27050,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27047,k:Bacteria,,,,,,
OTU27046,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
OTU27049,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU27051,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU27055,k:Bacteria,,,,,,
OTU27057,k:Bacteria,,,,,,
OTU27052,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27054,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,,,
OTU27058,k:Bacteria,p:Gracilibacteria,,,,,
OTU27053,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU27056,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU27060,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27059,k:Bacteria,p:Proteobacteria,,,,,
OTU27061,k:Bacteria,p:Parcubacteria,,,,,
OTU27062,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU27063,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU27069,k:Bacteria,,,,,,
OTU27064,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiotrichales,f:EV818SWSAP88,,
OTU27068,k:Bacteria,p:Planctomycetes,c:Pla4_lineage,,,,
OTU27065,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU27066,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU27070,k:Bacteria,p:Parcubacteria,,,,,
OTU27067,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:BIrii41,,
OTU27073,k:Bacteria,,,,,,
OTU27076,k:Bacteria,,,,,,
OTU27075,k:Bacteria,,,,,,
OTU27074,k:Bacteria,,,,,,
OTU27072,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU27071,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU27077,k:Bacteria,p:Microgenomates,,,,,
OTU27082,k:Bacteria,,,,,,
OTU27081,k:Bacteria,,,,,,
OTU27078,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:OM27_clade,
OTU27083,k:Bacteria,p:Parcubacteria,,,,,
OTU27079,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU27085,k:Bacteria,,,,,,
OTU27080,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,,,
OTU27087,k:Bacteria,,,,,,
OTU27084,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto_10,
OTU27091,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27089,k:Bacteria,p:Parcubacteria,,,,,
OTU27086,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
OTU27090,k:Bacteria,p:Parcubacteria,,,,,
OTU27088,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27093,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27092,k:Bacteria,p:Parcubacteria,,,,,
OTU27095,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
OTU27097,k:Bacteria,p:Parcubacteria,,,,,
OTU27094,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_I_[Endomicrobia],,,
OTU27096,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,g:Candidatus_Protochlamydia,
OTU27098,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU27102,k:Bacteria,,,,,,
OTU27099,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU27103,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27100,k:Bacteria,p:Saccharibacteria,,,,,
OTU27104,k:Bacteria,,,,,,
OTU27101,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,,
OTU27107,k:Bacteria,,,,,,
OTU27109,k:Bacteria,,,,,,
OTU27106,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU27108,k:Bacteria,,,,,,
OTU27105,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Catonella,
OTU27110,k:Bacteria,,,,,,
OTU27113,k:Bacteria,p:Parcubacteria,,,,,
OTU27112,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,,,
OTU27114,k:Bacteria,p:Acidobacteria,c:Subgroup_22,,,,
OTU27111,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU27116,k:Bacteria,,,,,,
OTU27119,k:Bacteria,,,,,,
OTU27115,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU27118,k:Bacteria,p:Parcubacteria,,,,,
OTU27117,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27123,k:Bacteria,,,,,,
OTU27121,k:Bacteria,,,,,,
OTU27124,k:Bacteria,p:Gracilibacteria,,,,,
OTU27122,k:Bacteria,p:Microgenomates,,,,,
OTU27125,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU27120,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU27130,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU27127,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiales_Incertae_Sedis,,
OTU27126,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Fibrella,s:Cytophagaceae_bacterium_R9-9
OTU27132,k:Bacteria,,,,,,
OTU27129,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU27128,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,,
OTU27133,k:Bacteria,p:Parcubacteria,,,,,
OTU27131,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27134,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU27137,k:Bacteria,p:Parcubacteria,,,,,
OTU27135,k:Bacteria,p:TM6,,,,,
OTU27136,k:Bacteria,p:Parcubacteria,,,,,
OTU27138,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU27141,k:Bacteria,,,,,,
OTU27139,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiales_Incertae_Sedis,g:Candidatus_Odyssella,
OTU27144,k:Bacteria,,,,,,
OTU27142,k:Bacteria,p:Latescibacteria,,,,,
OTU27140,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU27143,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU27145,k:Bacteria,p:Planctomycetes,c:BD7-11,,,,
OTU27146,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,,
OTU27147,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiales_Incertae_Sedis,g:Candidatus_Captivus,
OTU27150,k:Bacteria,p:Parcubacteria,,,,,
OTU27149,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27148,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27154,k:Bacteria,,,,,,
OTU27152,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU27158,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27156,k:Bacteria,p:Parcubacteria,,,,,
OTU27151,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Actinoplanes,
OTU27153,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU27155,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,
OTU27159,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27157,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU27162,k:Bacteria,,,,,,
OTU27161,k:Bacteria,,,,,,
OTU27163,k:Bacteria,,,,,,
OTU27166,k:Bacteria,,,,,,
OTU27164,k:Bacteria,,,,,,
OTU27160,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,,,,
OTU27165,k:Bacteria,p:Saccharibacteria,,,,,
OTU27170,k:Bacteria,,,,,,
OTU27168,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IV,,,
OTU27167,k:Bacteria,,,,,,
OTU27169,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU27174,k:Bacteria,,,,,,
OTU27173,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,,,,
OTU27171,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,
OTU27176,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
OTU27172,k:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,,,,
OTU27177,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU27175,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Blattabacteriaceae,,
OTU27181,k:Bacteria,,,,,,
OTU27180,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,,,
OTU27178,k:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:Ktedonobacterales,f:1921-3,,
OTU27179,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU27184,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:Verticillium_dahliae,
OTU27185,k:Bacteria,p:Proteobacteria,,,,,
OTU27182,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_17,,,
OTU27183,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU27186,k:Bacteria,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales,,,
OTU27187,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Phaselicystidaceae,g:Phaselicystis,
OTU27191,k:Bacteria,,,,,,
OTU27188,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
OTU27189,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,,,
OTU27190,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,,,,
OTU27192,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Holosporaceae,,
OTU27194,k:Bacteria,,,,,,
OTU27193,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27198,k:Bacteria,,,,,,
OTU27195,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU27196,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Terrimonas,
OTU27202,k:Bacteria,,,,,,
OTU27197,k:Bacteria,p:Saccharibacteria,,,,,
OTU27200,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU27201,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27199,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
OTU27208,k:Bacteria,p:Proteobacteria,,,,,
OTU27207,k:Bacteria,,,,,,
OTU27203,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Fastidiosipila,
OTU27204,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Candidatus_Solibacter,
OTU27206,k:Bacteria,p:TM6,,,,,
OTU27209,k:Bacteria,,,,,,
OTU27205,k:Bacteria,p:Chloroflexi,c:KD4-96,,,,
OTU27211,k:Bacteria,p:TM6,,,,,
OTU27210,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,,,
OTU27212,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group,,
OTU27217,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27216,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,
OTU27213,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,,
OTU27218,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Blfdi19,,
OTU27214,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Orbales,f:Orbaceae,,
OTU27215,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU27220,k:Bacteria,,,,,,
OTU27219,k:Bacteria,p:Microgenomates,,,,,
OTU27222,k:Bacteria,,,,,,
OTU27223,k:Bacteria,,,,,,
OTU27224,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU27229,k:Bacteria,,,,,,
OTU27227,k:Bacteria,,,,,,
OTU27226,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU27225,k:Bacteria,p:Saccharibacteria,,,,,
OTU27221,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU27230,k:Bacteria,p:Proteobacteria,,,,,
OTU27231,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
OTU27228,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
OTU27232,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27234,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:S0134_terrestrial_group,,,
OTU27236,k:Bacteria,p:Gracilibacteria,,,,,
OTU27237,k:Bacteria,p:Parcubacteria,,,,,
OTU27235,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU27233,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Nocardia,s:Nocardia_exalbida
OTU27238,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadales_Incertae_Sedis,,
OTU27244,k:Bacteria,,,,,,
OTU27240,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_5,
OTU27239,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU27241,k:Bacteria,,,,,,
OTU27245,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU27242,k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
OTU27246,k:Bacteria,p:Saccharibacteria,,,,,
OTU27243,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,,,
OTU27249,k:Bacteria,p:Parcubacteria,,,,,
OTU27250,k:Bacteria,,,,,,
OTU27248,k:Bacteria,,,,,,
OTU27251,k:Bacteria,,,,,,
OTU27247,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Sorangium,
OTU27252,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophaceae,,
OTU27253,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:JG37-AG-20,,
OTU27254,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,,,,
OTU27257,k:Bacteria,p:Gracilibacteria,,,,,
OTU27258,k:Bacteria,,,,,,
OTU27259,k:Bacteria,,,,,,
OTU27255,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,,
OTU27261,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27256,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU27264,k:Bacteria,p:Candidate_division_OP3,,,,,
OTU27263,k:Bacteria,,,,,,
OTU27260,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,,,
OTU27262,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,,,,
OTU27265,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,,,,
OTU27267,k:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:C0119,,,
OTU27266,k:Bacteria,p:Proteobacteria,c:TA18,,,,
OTU27270,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
OTU27269,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU27272,k:Bacteria,p:Planctomycetes,c:BD7-11,,,,
OTU27271,k:Bacteria,p:Bacteroidetes,,,,,
OTU27268,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU27275,k:Archaea,p:Woesearchaeota_[DHVEG-6],,,,,
OTU27274,k:Bacteria,p:Parcubacteria,,,,,
OTU27273,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU27277,k:Bacteria,,,,,,
