otu,lca_tax_slv
OTU22661,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;
OTU22664,Unclassified;
OTU22666,Unclassified;
OTU22676,Unclassified;
OTU22681,Unclassified;
OTU22688,Unclassified;
OTU22692,Unclassified;
OTU22698,Unclassified;
OTU22700,Unclassified;
OTU22703,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU22708,Unclassified;
OTU22722,Unclassified;
OTU22732,Unclassified;
OTU22734,Bacteria;Proteobacteria;Gammaproteobacteria;
OTU22735,Unclassified;
OTU22736,Unclassified;
OTU22741,Unclassified;
OTU22745,Unclassified;
OTU22753,Unclassified;
OTU22760,Unclassified;
OTU22793,Bacteria;Proteobacteria;Alphaproteobacteria;
OTU22794,Unclassified;
OTU22802,Unclassified;
OTU22803,Unclassified;
OTU22804,Unclassified;
OTU22808,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;
OTU22810,Unclassified;
OTU22823,Unclassified;
OTU22826,Unclassified;
OTU22828,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;
OTU22829,Unclassified;
OTU12712,Unclassified;
OTU12716,Unclassified;
OTU12718,Unclassified;
OTU12729,Unclassified;
OTU12735,Unclassified;
OTU12739,Unclassified;
OTU12753,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae;uncultured;
OTU12758,Unclassified;
OTU12763,Unclassified;
OTU12772,Unclassified;
OTU12775,Bacteria;Latescibacteria;
OTU12780,Unclassified;
OTU12785,Unclassified;
OTU12788,Unclassified;
OTU12808,Unclassified;
OTU12812,Unclassified;
OTU12813,Unclassified;
OTU12817,Unclassified;
OTU12824,Unclassified;
OTU12826,Unclassified;
OTU12835,Unclassified;
OTU12838,Unclassified;
OTU12852,Bacteria;Patescibacteria;Parcubacteria;
OTU12857,Unclassified;
OTU12860,Unclassified;
OTU12862,Unclassified;
OTU12863,Unclassified;
OTU12876,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25;
OTU12906,Unclassified;
OTU12908,Bacteria;
OTU12914,Unclassified;
OTU12917,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU12923,Unclassified;
OTU12924,Unclassified;
OTU12925,Unclassified;
OTU12936,Unclassified;
OTU12940,Unclassified;
OTU12946,Bacteria;Verrucomicrobia;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;
OTU12949,Unclassified;
OTU12951,Unclassified;
OTU12968,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
OTU12973,Unclassified;
OTU12988,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured;
OTU12993,Unclassified;
OTU12996,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU13002,Bacteria;Patescibacteria;Parcubacteria;Candidatus Wolfebacteria;
OTU13003,Unclassified;
OTU13011,Unclassified;
OTU13012,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU13026,Unclassified;
OTU13044,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;
OTU13047,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU13056,Unclassified;
OTU13069,Unclassified;
OTU13076,Unclassified;
OTU13082,Unclassified;
OTU13083,Unclassified;
OTU13088,Unclassified;
OTU13091,Unclassified;
OTU13095,Unclassified;
OTU13099,Unclassified;
OTU13103,Unclassified;
OTU13106,Unclassified;
OTU13107,Unclassified;
OTU13108,Unclassified;
OTU13109,Unclassified;
OTU13125,Unclassified;
OTU13129,Bacteria;Chloroflexi;TK10;
OTU13132,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU13134,Unclassified;
OTU13145,Unclassified;
OTU13151,Unclassified;
OTU13152,Unclassified;
OTU13155,Unclassified;
OTU13168,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU13169,Unclassified;
OTU13170,Unclassified;
OTU13174,Unclassified;
OTU13175,Bacteria;Patescibacteria;Parcubacteria;
OTU13181,Unclassified;
OTU13188,Unclassified;
OTU13196,Unclassified;
OTU13204,Unclassified;
OTU13205,Unclassified;
OTU13224,Unclassified;
OTU13235,Unclassified;
OTU13239,Unclassified;
OTU13247,Unclassified;
OTU13250,Unclassified;
OTU13255,Bacteria;
OTU13258,Unclassified;
OTU13259,Bacteria;BRC1;
OTU13269,Unclassified;
OTU13271,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured;
OTU13276,Unclassified;
OTU13277,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;FCPS473;
OTU13280,Unclassified;
OTU13292,Unclassified;
OTU13295,Unclassified;
OTU13327,Unclassified;
OTU13335,Unclassified;
OTU13342,Unclassified;
OTU13357,Unclassified;
OTU13360,Unclassified;
OTU13367,Bacteria;
OTU13372,Unclassified;
OTU13375,Unclassified;
OTU13378,Unclassified;
OTU13383,Unclassified;
OTU13384,Unclassified;
OTU13395,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU13399,Unclassified;
OTU13402,Unclassified;
OTU13418,Unclassified;
OTU13431,Unclassified;
OTU13432,Unclassified;
OTU13438,Unclassified;
OTU13445,Unclassified;
OTU13447,Unclassified;
OTU13450,Unclassified;
OTU13457,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter;
OTU13460,Unclassified;
OTU13476,Unclassified;
OTU13485,Unclassified;
OTU13487,Unclassified;
OTU13488,Unclassified;
OTU13510,Unclassified;
OTU13514,Unclassified;
OTU13522,Unclassified;
OTU13525,Bacteria;Patescibacteria;Parcubacteria;Candidatus Giovannonibacteria;
OTU13527,Bacteria;Patescibacteria;WS6 (Dojkabacteria);
OTU13535,Unclassified;
OTU13536,Unclassified;
OTU13540,Unclassified;
OTU13541,Unclassified;
OTU13551,Unclassified;
OTU13557,Unclassified;
OTU13562,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae (Subgroup 1);
OTU13564,Unclassified;
OTU13571,Unclassified;
OTU13572,Unclassified;
OTU13583,Unclassified;
OTU13586,Unclassified;
OTU13590,Unclassified;
OTU13591,Unclassified;
OTU13593,Unclassified;
OTU13595,Unclassified;
OTU13601,Bacteria;Patescibacteria;WWE3;
OTU13618,Unclassified;
OTU13623,Unclassified;
OTU13629,Unclassified;
OTU13652,Unclassified;
OTU13657,Unclassified;
OTU13659,Unclassified;
OTU13674,Bacteria;Chloroflexi;TK10;
OTU13675,Unclassified;
OTU13681,Unclassified;
OTU13682,Unclassified;
OTU13684,Unclassified;
OTU13700,Unclassified;
OTU13702,Unclassified;
OTU13716,Bacteria;
OTU13717,Unclassified;
OTU13725,Unclassified;
OTU13730,Unclassified;
OTU13734,Unclassified;
OTU13744,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;
OTU13751,Unclassified;
OTU13765,Unclassified;
OTU13771,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
OTU13797,Unclassified;
OTU13806,Unclassified;
OTU13808,Unclassified;
OTU13852,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Ga0074140;
OTU13857,Unclassified;
OTU13875,Unclassified;
OTU13877,Bacteria;Patescibacteria;ABY1;Candidatus Kerfeldbacteria;
OTU13881,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU13891,Unclassified;
OTU13903,Unclassified;
OTU13906,Unclassified;
OTU13910,Unclassified;
OTU13918,Unclassified;
OTU13920,Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;
OTU13932,Unclassified;
OTU13944,Unclassified;
OTU13945,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;
OTU13957,Unclassified;
OTU13963,Unclassified;
OTU13965,Unclassified;
OTU13986,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU13989,Unclassified;
OTU13995,Unclassified;
OTU14002,Unclassified;
OTU14009,Unclassified;
OTU14024,Unclassified;
OTU14027,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;
OTU14029,Unclassified;
OTU14041,Unclassified;
OTU14046,Unclassified;
OTU14054,Unclassified;
OTU14058,Unclassified;
OTU14071,Unclassified;
OTU14080,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;
OTU14089,Unclassified;
OTU14094,Unclassified;
OTU14104,Unclassified;
OTU14109,Unclassified;
OTU14114,Unclassified;
OTU14117,Unclassified;
OTU14121,Unclassified;
OTU14124,Unclassified;
OTU14125,Bacteria;Patescibacteria;Berkelbacteria;
OTU14128,Unclassified;
OTU14134,Unclassified;
OTU14136,Unclassified;
OTU14149,Unclassified;
OTU14150,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
OTU14156,Unclassified;
OTU14163,Unclassified;
OTU14170,Unclassified;
OTU14174,Unclassified;
OTU14181,Bacteria;
OTU14188,Unclassified;
OTU14191,Unclassified;
OTU14193,Unclassified;
OTU14200,Unclassified;
OTU14212,Unclassified;
OTU14216,Unclassified;
OTU14217,Bacteria;Patescibacteria;Parcubacteria;Candidatus Liptonbacteria;
OTU14219,Unclassified;
OTU14225,Unclassified;
OTU14228,Unclassified;
OTU14229,Unclassified;
OTU14237,Bacteria;Armatimonadetes;uncultured;
OTU14240,Unclassified;
OTU14245,Unclassified;
OTU14247,Unclassified;
OTU14252,Unclassified;
OTU14258,Bacteria;Patescibacteria;Gracilibacteria;
OTU14272,Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;
OTU14302,Unclassified;
OTU14305,Unclassified;
OTU14306,Unclassified;
OTU14309,Unclassified;
OTU14311,Unclassified;
OTU14313,Unclassified;
OTU14314,Unclassified;
OTU14319,Unclassified;
OTU14323,Unclassified;
OTU14326,Unclassified;
OTU14327,Unclassified;
OTU14330,Unclassified;
OTU14343,Bacteria;Omnitrophicaeota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus;
OTU14350,Unclassified;
OTU14351,Unclassified;
OTU14357,Unclassified;
OTU14377,Unclassified;
OTU14392,Unclassified;
OTU14395,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured;
OTU14396,Unclassified;
OTU14418,Unclassified;
OTU14422,Unclassified;
OTU14424,Unclassified;
OTU14432,Unclassified;
OTU14435,Unclassified;
OTU14449,Unclassified;
OTU14453,Bacteria;Chloroflexi;
OTU14469,Unclassified;
OTU14477,Unclassified;
OTU14479,Unclassified;
OTU14480,Unclassified;
OTU14501,Unclassified;
OTU14504,Unclassified;
OTU14505,Unclassified;
OTU14506,Unclassified;
OTU14507,Unclassified;
OTU14514,Unclassified;
OTU14523,Unclassified;
OTU14525,Bacteria;
OTU14532,Unclassified;
OTU14541,Unclassified;
OTU14543,Unclassified;
OTU14560,Unclassified;
OTU14570,Unclassified;
OTU14572,Unclassified;
OTU14580,Unclassified;
OTU14583,Unclassified;
OTU14587,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Filobasidiales;Filobasidiaceae;
OTU14591,Unclassified;
OTU14593,Unclassified;
OTU14596,Unclassified;
OTU14600,Unclassified;
OTU14601,Unclassified;
OTU14605,Unclassified;
OTU14609,Unclassified;
OTU14610,Unclassified;
OTU14611,Unclassified;
OTU14613,Unclassified;
OTU14633,Bacteria;Chloroflexi;JG30-KF-CM66;
OTU14654,Unclassified;
OTU14663,Unclassified;
OTU14673,Unclassified;
OTU14677,Unclassified;
OTU14693,Unclassified;
OTU14701,Unclassified;
OTU14702,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;
OTU14703,Unclassified;
OTU14704,Unclassified;
OTU14711,Bacteria;Patescibacteria;Parcubacteria;Candidatus Azambacteria;
OTU14714,Unclassified;
OTU14724,Unclassified;
OTU14729,Unclassified;
OTU14732,Unclassified;
OTU14733,Unclassified;
OTU14734,Unclassified;
OTU14735,Unclassified;
OTU14740,Unclassified;
OTU14741,Unclassified;
OTU14743,Unclassified;
OTU14745,Unclassified;
OTU14753,Unclassified;
OTU14760,Bacteria;Chloroflexi;JG30-KF-CM66;
OTU14765,Unclassified;
OTU14767,Unclassified;
OTU14775,Unclassified;
OTU14780,Unclassified;
OTU14804,Unclassified;
OTU14810,Unclassified;
OTU14815,Unclassified;
OTU14816,Unclassified;
OTU14822,Unclassified;
OTU14824,Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;
OTU14830,Unclassified;
OTU14832,Unclassified;
OTU14835,Unclassified;
OTU14836,Unclassified;
OTU14838,Unclassified;
OTU14839,Unclassified;
OTU14841,Unclassified;
OTU14844,Unclassified;
OTU14846,Unclassified;
OTU14849,Unclassified;
OTU14863,Unclassified;
OTU14869,Unclassified;
OTU14871,Unclassified;
OTU14880,Unclassified;
OTU14883,Unclassified;
OTU14884,Unclassified;
OTU14891,Bacteria;
OTU14912,Unclassified;
OTU14913,Unclassified;
OTU14915,Unclassified;
OTU14920,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU14931,Unclassified;
OTU14955,Unclassified;
OTU14967,Bacteria;Acidobacteria;Subgroup 11;
OTU14969,Unclassified;
OTU14973,Unclassified;
OTU14979,Unclassified;
OTU14983,Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;
OTU14992,Unclassified;
OTU14997,Unclassified;
OTU15007,Unclassified;
OTU15013,Unclassified;
OTU15014,Unclassified;
OTU15015,Unclassified;
OTU15020,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU15022,Unclassified;
OTU15030,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;
OTU15034,Unclassified;
OTU15043,Unclassified;
OTU15045,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;
OTU15052,Unclassified;
OTU15055,Unclassified;
OTU15062,Unclassified;
OTU15065,Unclassified;
OTU15066,Unclassified;
OTU15068,Unclassified;
OTU15071,Unclassified;
OTU15080,Unclassified;
OTU15082,Unclassified;
OTU15085,Unclassified;
OTU15088,Unclassified;
OTU15089,Unclassified;
OTU15092,Unclassified;
OTU15095,Unclassified;
OTU15096,Unclassified;
OTU15104,Unclassified;
OTU15110,Bacteria;
OTU15124,Unclassified;
OTU15129,Unclassified;
OTU15130,Unclassified;
OTU15132,Unclassified;
OTU15135,Unclassified;
OTU15143,Unclassified;
OTU15146,Unclassified;
OTU15150,Unclassified;
OTU15153,Unclassified;
OTU15156,Unclassified;
OTU15178,Unclassified;
OTU15198,Unclassified;
OTU15213,Unclassified;
OTU15214,Unclassified;
OTU15226,Unclassified;
OTU15229,Bacteria;Patescibacteria;Kazania;
OTU15241,Unclassified;
OTU15242,Unclassified;
OTU15243,Unclassified;
OTU15246,Unclassified;
OTU15250,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU15258,Unclassified;
OTU15271,Unclassified;
OTU15284,Unclassified;
OTU15288,Bacteria;Proteobacteria;Gammaproteobacteria;EC3;
OTU15297,Unclassified;
OTU15302,Unclassified;
OTU15303,Unclassified;
OTU15310,Unclassified;
OTU15311,Bacteria;
OTU15318,Unclassified;
OTU15320,Unclassified;
OTU15325,Unclassified;
OTU15326,Unclassified;
OTU15327,Unclassified;
OTU15338,Unclassified;
OTU15340,Unclassified;
OTU15343,Unclassified;
OTU15349,Unclassified;
OTU15361,Unclassified;
OTU15368,Unclassified;
OTU15376,Unclassified;
OTU15378,Unclassified;
OTU15380,Unclassified;
OTU15382,Unclassified;
OTU15386,Unclassified;
OTU15389,Unclassified;
OTU15392,Unclassified;
OTU15401,Unclassified;
OTU15405,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured;
OTU15406,Unclassified;
OTU15414,Unclassified;
OTU15415,Unclassified;
OTU15429,Unclassified;
OTU15433,Unclassified;
OTU15436,Unclassified;
OTU15441,Unclassified;
OTU15443,Unclassified;
OTU15445,Unclassified;
OTU15447,Unclassified;
OTU15461,Unclassified;
OTU15463,Unclassified;
OTU15466,Unclassified;
OTU15476,Unclassified;
OTU15485,Unclassified;
OTU15495,Unclassified;
OTU15499,Unclassified;
OTU15508,Unclassified;
OTU15509,Unclassified;
OTU15531,Unclassified;
OTU15543,Unclassified;
OTU15549,Unclassified;
OTU15556,Unclassified;
OTU15558,Unclassified;
OTU15560,Unclassified;
OTU15561,Unclassified;
OTU15567,Unclassified;
OTU15578,Unclassified;
OTU15582,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;
OTU15609,Unclassified;
OTU15611,Unclassified;
OTU15613,Unclassified;
OTU15619,Unclassified;
OTU15624,Unclassified;
OTU15629,Unclassified;
OTU15631,Unclassified;
OTU15637,Unclassified;
OTU15638,Bacteria;Proteobacteria;Alphaproteobacteria;
OTU15640,Unclassified;
OTU15654,Unclassified;
OTU15657,Unclassified;
OTU15667,Unclassified;
OTU15674,Unclassified;
OTU15697,Unclassified;
OTU15707,Unclassified;
OTU15714,Unclassified;
OTU15724,Unclassified;
OTU15749,Unclassified;
OTU15752,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured;
OTU15754,Unclassified;
OTU15757,Unclassified;
OTU15764,Unclassified;
OTU15779,Unclassified;
OTU15791,Unclassified;
OTU15804,Unclassified;
OTU15809,Unclassified;
OTU15821,Unclassified;
OTU15823,Unclassified;
OTU15824,Unclassified;
OTU15828,Unclassified;
OTU15831,Unclassified;
OTU15837,Unclassified;
OTU15845,Unclassified;
OTU15846,Unclassified;
OTU15854,Unclassified;
OTU15855,Bacteria;Patescibacteria;Berkelbacteria;
OTU15859,Unclassified;
OTU15868,Bacteria;Patescibacteria;Berkelbacteria;
OTU15871,Unclassified;
OTU15876,Unclassified;
OTU15892,Unclassified;
OTU15896,Unclassified;
OTU15898,Bacteria;
OTU15899,Unclassified;
OTU15901,Unclassified;
OTU15902,Unclassified;
OTU15903,Unclassified;
OTU15904,Unclassified;
OTU15906,Unclassified;
OTU15915,Unclassified;
OTU15916,Unclassified;
OTU15925,Bacteria;Margulisbacteria;
OTU15926,Unclassified;
OTU15927,Unclassified;
OTU15936,Unclassified;
OTU15965,Unclassified;
OTU15966,Unclassified;
OTU15972,Unclassified;
OTU15977,Unclassified;
OTU15983,Unclassified;
OTU15991,Bacteria;Patescibacteria;Berkelbacteria;
OTU15998,Unclassified;
OTU16013,Unclassified;
OTU16017,Unclassified;
OTU16019,Bacteria;Patescibacteria;Berkelbacteria;
OTU16024,Unclassified;
OTU16045,Unclassified;
OTU16049,Unclassified;
OTU16053,Unclassified;
OTU16055,Unclassified;
OTU16059,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;
OTU16071,Unclassified;
OTU16074,Unclassified;
OTU16075,Unclassified;
OTU16085,Unclassified;
OTU16099,Unclassified;
OTU16111,Unclassified;
OTU16113,Unclassified;
OTU16119,Unclassified;
OTU16127,Unclassified;
OTU16128,Unclassified;
OTU16132,Unclassified;
OTU16134,Bacteria;Chloroflexi;
OTU16137,Bacteria;Armatimonadetes;uncultured;
OTU16153,Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;
OTU16176,Unclassified;
OTU16182,Unclassified;
OTU16183,Unclassified;
OTU16199,Unclassified;
OTU16202,Unclassified;
OTU16204,Unclassified;
OTU16208,Unclassified;
OTU16213,Unclassified;
OTU16215,Unclassified;
OTU16224,Unclassified;
OTU16228,Unclassified;
OTU16229,Unclassified;
OTU16232,Unclassified;
OTU16233,Unclassified;
OTU16235,Unclassified;
OTU16238,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU16241,Unclassified;
OTU16244,Unclassified;
OTU16251,Unclassified;
OTU16254,Unclassified;
OTU16264,Bacteria;Patescibacteria;Berkelbacteria;
OTU16265,Unclassified;
OTU16276,Unclassified;
OTU16279,Unclassified;
OTU16282,Unclassified;
OTU16293,Unclassified;
OTU16294,Unclassified;
OTU16299,Bacteria;
OTU16300,Bacteria;Patescibacteria;Berkelbacteria;
OTU16313,Unclassified;
OTU16316,Unclassified;
OTU16325,Unclassified;
OTU16327,Bacteria;Patescibacteria;Parcubacteria;Candidatus Wolfebacteria;
OTU16333,Bacteria;Chloroflexi;AD3;
OTU16335,Unclassified;
OTU16346,Unclassified;
OTU16366,Unclassified;
OTU16372,Unclassified;
OTU16373,Unclassified;
OTU16379,Unclassified;
OTU16388,Unclassified;
OTU16395,Unclassified;
OTU16398,Unclassified;
OTU16404,Unclassified;
OTU16412,Unclassified;
OTU16429,Unclassified;
OTU16430,Unclassified;
OTU16434,Bacteria;Patescibacteria;uncultured;
OTU16439,Unclassified;
OTU16451,Unclassified;
OTU16471,Unclassified;
OTU16472,Unclassified;
OTU16494,Unclassified;
OTU16500,Bacteria;Patescibacteria;Berkelbacteria;
OTU16506,Unclassified;
OTU16511,Unclassified;
OTU16512,Unclassified;
OTU16525,Unclassified;
OTU16528,Unclassified;
OTU16535,Unclassified;
OTU16545,Unclassified;
OTU16547,Unclassified;
OTU16548,Unclassified;
OTU16557,Unclassified;
OTU16566,Bacteria;Patescibacteria;Microgenomatia;
OTU16567,Unclassified;
OTU16574,Unclassified;
OTU16575,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;
OTU16576,Unclassified;
OTU16577,Unclassified;
OTU16581,Unclassified;
OTU16585,Unclassified;
OTU16591,Unclassified;
OTU16600,Unclassified;
OTU16609,Bacteria;Proteobacteria;Deltaproteobacteria;
OTU16611,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU16613,Unclassified;
OTU16634,Unclassified;
OTU16642,Unclassified;
OTU16651,Unclassified;
OTU16654,Unclassified;
OTU16656,Unclassified;
OTU16657,Bacteria;Planctomycetes;OM190;
OTU16660,Unclassified;
OTU16676,Unclassified;
OTU16691,Unclassified;
OTU16693,Unclassified;
OTU16703,Unclassified;
OTU16708,Unclassified;
OTU16712,Unclassified;
OTU16724,Unclassified;
OTU16726,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU16727,Unclassified;
OTU16731,Unclassified;
OTU16737,Unclassified;
OTU16743,Unclassified;
OTU16754,Unclassified;
OTU16759,Unclassified;
OTU16761,Unclassified;
OTU16773,Unclassified;
OTU16778,Unclassified;
OTU16779,Unclassified;
OTU16780,Unclassified;
OTU16793,Unclassified;
OTU16796,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU16803,Bacteria;Patescibacteria;Parcubacteria;Candidatus Liptonbacteria;
OTU16811,Unclassified;
OTU16823,Bacteria;Proteobacteria;Gammaproteobacteria;
OTU16825,Unclassified;
OTU16827,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;
OTU16844,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter;
OTU16847,Unclassified;
OTU16850,Unclassified;
OTU16855,Unclassified;
OTU16863,Unclassified;
OTU16865,Unclassified;
OTU16867,Unclassified;
OTU16869,Unclassified;
OTU16871,Unclassified;
OTU16880,Unclassified;
OTU16894,Unclassified;
OTU16902,Unclassified;
OTU16918,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;
OTU16922,Unclassified;
OTU16923,Unclassified;
OTU16924,Unclassified;
OTU16928,Unclassified;
OTU16929,Unclassified;
OTU16949,Unclassified;
OTU16951,Unclassified;
OTU16961,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;
OTU16974,Bacteria;Patescibacteria;Parcubacteria;Candidatus Jorgensenbacteria;
OTU16979,Unclassified;
OTU17000,Unclassified;
OTU17005,Unclassified;
OTU17007,Unclassified;
OTU17009,Unclassified;
OTU17012,Bacteria;Patescibacteria;Parcubacteria;Candidatus Colwellbacteria;
OTU17015,Unclassified;
OTU17018,Unclassified;
OTU17024,Unclassified;
OTU17030,Unclassified;
OTU17033,Unclassified;
OTU17037,Unclassified;
OTU17043,Unclassified;
OTU17044,Unclassified;
OTU17051,Unclassified;
OTU17052,Unclassified;
OTU17053,Unclassified;
OTU17061,Unclassified;
OTU17063,Unclassified;
OTU17066,Unclassified;
OTU17069,Unclassified;
OTU17072,Unclassified;
OTU17073,Unclassified;
OTU17077,Unclassified;
OTU17092,Unclassified;
OTU17097,Unclassified;
OTU17102,Unclassified;
OTU17103,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;
OTU17107,Unclassified;
OTU17111,Unclassified;
OTU17115,Unclassified;
OTU17123,Unclassified;
OTU17126,Unclassified;
OTU17132,Unclassified;
OTU17134,Unclassified;
OTU17143,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU17150,Unclassified;
OTU17154,Unclassified;
OTU17164,Unclassified;
OTU17170,Unclassified;
OTU17176,Bacteria;Chloroflexi;
OTU17178,Bacteria;Armatimonadetes;uncultured;
OTU17180,Unclassified;
OTU17185,Unclassified;
OTU17187,Unclassified;
OTU17191,Unclassified;
OTU17192,Unclassified;
OTU17198,Unclassified;
OTU17203,Unclassified;
OTU17219,Unclassified;
OTU17220,Unclassified;
OTU17223,Unclassified;
OTU17228,Unclassified;
OTU17231,Unclassified;
OTU17241,Unclassified;
OTU17242,Bacteria;Planctomycetes;Planctomycetacia;uncultured;
OTU17244,Bacteria;Armatimonadetes;uncultured;
OTU17248,Unclassified;
OTU17251,Unclassified;
OTU17252,Unclassified;
OTU17265,Unclassified;
OTU17266,Unclassified;
OTU17267,Unclassified;
OTU17273,Bacteria;
OTU17274,Unclassified;
OTU17275,Unclassified;
OTU17278,Bacteria;
OTU17283,Unclassified;
OTU17284,Unclassified;
OTU17285,Unclassified;
OTU17291,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
OTU17292,Unclassified;
OTU17298,Unclassified;
OTU17309,Bacteria;Proteobacteria;
OTU17310,Unclassified;
OTU17311,Unclassified;
OTU17316,Unclassified;
OTU17318,Unclassified;
OTU17324,Unclassified;
OTU17329,Unclassified;
OTU17338,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
OTU17344,Unclassified;
OTU17345,Bacteria;BRC1;
OTU17346,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured;
OTU17350,Unclassified;
OTU17361,Unclassified;
OTU17362,Unclassified;
OTU17365,Unclassified;
OTU17372,Unclassified;
OTU17373,Unclassified;
OTU17374,Unclassified;
OTU17375,Unclassified;
OTU17379,Unclassified;
OTU17381,Bacteria;
OTU17382,Unclassified;
OTU17384,Unclassified;
OTU17386,Unclassified;
OTU17388,Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;
OTU17393,Unclassified;
OTU17395,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;
OTU17397,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;
